artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
Young Thug,With Them,59.0,0.00218,0.9259999999999999,,0.517,0.0,A,0.091,-6.794,Major,0.184,132.07,0.284,Rap
blackbear,Hotel Andrea,54.0,0.365,0.359,227397.0,0.361,0.0,D#,0.111,-10.193999999999999,Minor,0.0552,85.898,0.28,Rap
Mac Miller,Break The Law,57.0,0.193,0.4639999999999999,195840.0,0.775,0.0,A#,0.155,-5.374,Minor,0.263,148.442,0.4379999999999999,Rap
Kanye West,Stronger,75.0,0.00728,0.625,311867.0,0.726,0.0,A#,0.318,-7.731,Minor,0.155,103.98,0.483,Rap
Kendrick Lamar,Hol' Up,59.0,0.7809999999999999,0.607,173158.0,0.8690000000000001,0.0,F,0.1369999999999999,-5.271,Major,0.345,155.983,0.5770000000000001,Rap
Mac Miller,When In Rome,55.0,0.0513,0.8370000000000001,,0.6990000000000001,0.0,A#,0.262,-4.301,Minor,0.07400000000000001,124.04,0.21600000000000003,Rap
Gunna,Big Shot,71.0,0.0301,0.82,177683.0,0.551,5.92e-06,D,0.134,-6.144,Major,0.125,156.983,0.3279999999999999,Rap
2Pac,2 Of Amerikaz Most Wanted - Album Version (Edited),47.0,0.122,0.765,254467.0,0.836,0.000297,C#,0.14,-4.7589999999999995,Major,0.263,198.235,0.5720000000000001,Rap
Noname,Prayer Song,52.0,0.68,0.7859999999999999,257899.0,0.56,1.53e-05,A,0.085,-8.841000000000003,Minor,0.14300000000000002,112.35700000000001,0.522,Rap
Fetty Wap,Love The Way,54.0,0.141,0.659,226161.0,0.594,0.0,G,0.192,-6.803,Major,0.0387,153.987,0.29600000000000004,Rap
Sammy Adams,All Night Longer,61.0,0.0006519999999999,0.7120000000000001,177093.0,0.649,0.0,C#,0.0683,-4.753,Major,0.063,127.02799999999999,0.616,Rap
Horse Head,Dating in the 90s,56.0,0.171,0.595,155498.0,0.5329999999999999,0.0143,G#,0.0959,-8.43,Major,0.0407,109.984,0.145,Rap
Miguel,Coffee (F***ing),58.0,0.0165,0.5429999999999999,314053.0,0.667,2.6899999999999997e-05,G#,0.15,-7.332999999999998,Major,0.0633,162.067,0.196,Rap
Playboi Carti,Top (feat. Pi'erre Bourne),59.0,0.0090599999999999,0.955,133013.0,0.518,0.0,F,0.113,-5.522,Minor,0.0649,130.003,0.162,Rap
Drake,Grammys,63.0,0.00201,0.711,220427.0,0.441,2.59e-06,C#,0.08,-9.516,Major,0.466,,0.115,Rap
Jermaine Dupri,Money Ain't a Thang,61.0,0.0581,0.8540000000000001,254253.0,0.738,0.0,F#,0.106,-7.284,Minor,0.244,100.0,0.847,Rap
Young Thug,For Y'all (feat. Jacquees),55.0,0.0277,0.69,219707.0,0.511,0.0,A,0.1119999999999999,-8.405,Major,0.152,139.996,0.589,Rap
K CAMP,Writing on the Wall,53.0,0.289,0.815,237093.0,0.488,0.0,G#,0.435,-9.38,Minor,0.44,140.046,0.3289999999999999,Rap
Skizzy Mars,Alcoholics,52.0,0.134,0.4679999999999999,223838.0,0.763,6.52e-05,D,0.496,-6.267,Major,0.35,104.694,0.518,Rap
Jelly Roll,Can't Go Home,54.0,0.109,0.69,229939.0,0.732,0.0,A,0.10400000000000001,-5.989,Major,0.096,119.89299999999999,0.317,Rap
Playboi Carti,Flex,62.0,0.48,0.75,240460.0,0.594,0.0,C,0.166,-5.619,Minor,0.282,130.10399999999998,0.255,Rap
Jaden Smith,Batman,66.0,0.255,0.6759999999999999,184929.0,0.585,1.4e-06,D#,0.11800000000000001,-7.1610000000000005,Major,0.1009999999999999,139.939,0.253,Rap
Key Glock,Winning,59.0,0.0364,0.868,208692.0,0.5539999999999999,0.0,F,0.298,-5.46,Major,0.237,110.948,0.419,Rap
The Lonely Island,Jizz In My Pants,56.0,0.000551,0.52,151347.0,0.875,2.18e-06,E,0.562,-7.04,Minor,0.247,121.99799999999999,0.203,Rap
A Boogie Wit da Hoodie,MIA (feat. Kap G),51.0,0.00742,0.687,176203.0,0.613,0.0,F,0.08800000000000001,-6.3439999999999985,Minor,0.3389999999999999,78.867,0.424,Rap
Logic,Gang Related,67.0,0.209,0.597,167320.0,0.856,0.0159,A#,0.278,-7.0889999999999995,Minor,0.0431,131.95,0.7709999999999999,Rap
6ix9ine,FEEFA (feat. Gunna),71.0,0.0412,0.754,163086.0,0.728,0.0,F#,0.106,-7.61,Minor,0.0809,140.007,0.594,Rap
Childish Gambino,This Is America,81.0,0.1169999999999999,0.8540000000000001,225773.0,0.4629999999999999,0.0,F,0.354,-6.159,Major,0.1369999999999999,,0.5489999999999999,Rap
The Weeknd,XO / The Host,56.0,0.375,0.4379999999999999,,0.593,1.8e-05,D,0.3879999999999999,-7.7860000000000005,Major,0.049,127.994,0.0791,Rap
Breaking Benjamin,Firefly,55.0,6.26e-05,0.35200000000000004,187573.0,0.848,7.38e-05,C,0.221,-4.493,Major,0.1009999999999999,183.96,0.506,Rap
Smile Empty Soul,Silhouettes,55.0,0.00228,0.368,237653.0,0.564,0.00965,E,0.0992,-5.75,Major,0.0282,146.313,0.318,Rap
3OH!3,STARSTRUKK (feat. KATYPERRY),61.0,0.00175,0.607,202667.0,0.805,0.0,B,0.231,-5.579,Minor,0.0608,139.894,0.2319999999999999,Rap
Carnage,Learn How to Watch (feat. Mac Miller & MadeinTYO),60.0,0.324,0.555,121851.0,0.769,0.0,G,0.1639999999999999,-5.192,Major,0.3379999999999999,130.063,0.365,Rap
Eazy-E,It's On,54.0,0.0136,0.7709999999999999,302200.0,0.912,1.38e-06,C#,0.0632,-5.06,Major,0.141,92.516,0.616,Rap
Kid Cudi,Solo Dolo (Nightmare),55.0,0.525,0.767,266307.0,0.447,0.000147,G,0.126,-7.585,Minor,0.0296,79.133,0.555,Rap
OneRepublic,If I Lose Myself - Alesso vs OneRepublic,60.0,0.2189999999999999,0.523,214813.0,0.782,1.0300000000000001e-05,D,0.133,-4.846,Major,0.0409999999999999,125.99799999999999,0.1639999999999999,Rap
Rick Ross,I Think She Like Me,55.0,0.0084,0.629,242373.0,0.7,0.0,D,0.11800000000000001,-6.2120000000000015,Major,0.264,85.814,0.153,Rap
Yelawolf,Pop The Trunk,58.0,0.129,0.9129999999999999,228160.0,0.6659999999999999,0.0,D,0.109,-9.092,Major,0.132,120.15299999999999,0.11800000000000001,Rap
dvsn,Morning After,61.0,0.009590000000000001,0.6679999999999999,269973.0,0.504,5.91e-06,E,0.0992,-9.193,Minor,0.0382,119.99,0.154,Rap
rei brown,Picture Frames,61.0,0.7170000000000001,0.498,272500.0,0.515,0.0262,D,0.215,-10.647,Major,0.0583,119.596,0.146,Rap
Lil Baby,First Class,63.0,0.00503,0.8320000000000001,201085.0,0.29100000000000004,0.0,F,0.0796,-9.272,Minor,0.31,134.063,0.289,Rap
Nas,Simple Things,54.0,0.0916,0.626,139718.0,0.667,0.0,D,0.22,-5.8820000000000014,Minor,0.233,77.99600000000001,0.285,Rap
Juice WRLD,Syphilis,70.0,0.0625,0.78,131761.0,0.6609999999999999,0.0,C#,0.1689999999999999,-3.028,Major,0.249,148.071,0.325,Rap
Tear Da Club Up Thugs,Slob on My Knob,60.0,0.00605,0.862,120960.0,0.6679999999999999,0.0,C#,0.156,-5.181,Minor,0.198,84.809,0.532,Rap
Juicy J,All I Need (One Mo Drank),55.0,0.42700000000000005,0.8,259760.0,0.478,0.0,G#,0.134,-7.874,Major,0.18100000000000002,135.957,0.687,Rap
Timbaland,Apologize,63.0,0.0399,0.654,,0.61,0.0,G#,0.1009999999999999,-6.051,Major,0.0285,118.03200000000001,0.11800000000000001,Rap
Christina Aguilera,Beautiful,72.0,0.578,0.457,238560.0,0.573,3.05e-06,F,0.114,-3.866,Minor,0.0275,76.193,0.0992,Rap
$uicideBoy$,Either Hated Or Ignored,64.0,0.0349,0.738,153783.0,0.7490000000000001,0.0,C#,0.0794,-5.727,Minor,0.0838,113.027,0.583,Rap
Kanye West,POWER - Album Version (Edited),47.0,0.0144,0.531,,0.9129999999999999,0.0,G#,0.466,-4.9110000000000005,Major,0.135,153.989,0.521,Rap
blackbear,double,59.0,0.486,0.713,180496.0,0.588,0.0,C#,0.344,-6.803,Minor,0.161,120.821,0.735,Rap
The Game,Put You On The Game,55.0,0.0218,0.395,254133.0,0.743,0.0,G,0.0985,-4.113,Major,0.322,87.516,0.6809999999999999,Rap
Struggle Jennings,When You Come Home,49.0,0.133,0.674,226320.0,0.528,0.0,C,0.36,-12.597999999999999,Major,0.10800000000000001,139.909,0.195,Rap
Lil Baby,Seals Pills (Lil Baby & Gunna),60.0,0.013000000000000001,0.6629999999999999,176331.0,0.552,0.0,A,0.109,-7.1579999999999995,Minor,0.0486,77.994,0.35100000000000003,Rap
Jay Critch,Peso,52.0,0.424,0.841,228431.0,0.654,0.0,F,0.10800000000000001,-7.593,Major,0.33,,0.845,Rap
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",75.0,0.00413,0.653,202805.0,0.718,0.0,D#,0.0537,-5.232,Minor,0.213,82.03399999999999,0.21600000000000003,Rap
J. Cole,Album of the Year - Freestyle,71.0,0.0805,0.705,,0.816,0.0,A#,0.47600000000000003,-7.046,Minor,0.32,94.211,0.929,Rap
Kanye West,Lost In The World,63.0,0.115,0.609,256587.0,0.746,0.0087,F,0.42700000000000005,-5.249,Minor,0.184,117.072,0.2769999999999999,Rap
Trey Songz,Slow Motion,73.0,0.679,0.733,197854.0,0.408,3.9200000000000004e-05,G,0.11,-7.834,Minor,0.0388,94.947,0.29100000000000004,Rap
,Washpoppin,57.0,0.0767,0.562,200229.0,0.637,0.0,D,0.616,-9.655,Major,0.386,111.814,0.645,Rap
Chance the Rapper,How Great (feat. Jay Electronica & My cousin Nicole),59.0,0.47700000000000004,0.439,337423.0,0.483,0.0,D,0.5529999999999999,-9.449,Major,0.315,78.442,0.292,Rap
,"Git Up, Git Out",51.0,0.0196,0.841,,0.578,0.0,E,0.1369999999999999,-8.341000000000001,Minor,0.426,83.22200000000001,0.5589999999999999,Rap
21 Savage,a&t,72.0,0.0016899999999999,0.924,211588.0,0.5670000000000001,0.0,F,0.0898,-5.0089999999999995,Major,0.0964,146.975,0.8270000000000001,Rap
T-Pain,We All We Got,52.0,0.00857,0.774,168727.0,0.607,0.0,C#,0.0742,-8.51,Minor,0.275,82.525,0.6509999999999999,Rap
Justin Timberlake,Mirrors,77.0,0.2339999999999999,0.574,484147.0,0.512,0.0,F,0.0946,-6.664,Minor,0.0503,76.899,0.512,Rap
SOB X RBE,Lifestyle,52.0,0.0008470000000000001,0.8190000000000001,189231.0,0.611,0.0,C#,0.12,-9.019,Major,0.2189999999999999,105.06299999999999,0.391,Rap
,Deeper Than Money,54.0,0.149,0.738,257640.0,0.879,0.0,C#,0.102,-4.444,Minor,0.245,90.338,0.893,Rap
Lil Baby,My Jeans (Lil Baby & Gunna feat. Young Thug),61.0,0.11800000000000001,0.624,196448.0,0.72,0.0,B,0.54,-5.894,Major,0.139,100.613,0.354,Rap
T-Wayne,Nasty Freestyle,65.0,0.0577,0.779,142212.0,0.47200000000000003,0.0,B,0.114,-7.1160000000000005,Major,0.218,135.05100000000002,0.41200000000000003,Rap
Dr. Dre,Bang Bang,55.0,0.13,0.863,222320.0,0.88,0.0,F,0.11,-2.5,Minor,0.149,95.31200000000001,0.768,Rap
,Ya Digg,52.0,0.0372,0.7879999999999999,173675.0,0.43,0.0,A#,0.111,-14.682,Minor,0.282,100.014,0.257,Rap
Lil Baby,Belly (Lil Baby & Gunna),65.0,0.192,0.7659999999999999,191724.0,0.6920000000000001,0.0,F,0.0846,-5.312,Minor,0.0915,120.01100000000001,0.446,Rap
Digable Planets,Rebirth Of Slick (Cool Like Dat),56.0,0.0476,0.884,261267.0,0.3339999999999999,0.0588,C#,0.107,-18.942999999999998,Minor,0.228,98.315,0.5710000000000001,Rap
Disturbed,A Reason to Fight,65.0,0.0158,0.591,284293.0,0.5710000000000001,0.0,F#,0.13,-5.5729999999999995,Minor,0.0248,75.04,0.26,Rap
Godsmack,"Come Together - Live From Fox Theatre Detroit, MI/2012",54.0,0.000837,0.37200000000000005,226293.0,0.828,6.12e-06,A,0.228,-5.497999999999998,Minor,0.0741,,0.675,Rap
Lil Xan,Moonlight,63.0,0.0727,0.6970000000000001,211240.0,0.7140000000000001,0.0,E,0.233,-7.872000000000001,Major,0.23,138.145,0.575,Rap
ayokay,Queen (feat. Quinn XCII),58.0,0.22,0.7809999999999999,224707.0,0.619,0.0,G,0.1119999999999999,-6.6160000000000005,Major,0.0882,82.954,0.391,Rap
Brent Faiyaz,Stay Down,52.0,0.617,0.551,207326.0,0.301,1.1e-05,B,0.136,-13.065,Major,0.111,84.695,0.488,Rap
Mick Jenkins,Angles (feat. Noname & Xavier Omär),58.0,0.57,0.598,,0.5479999999999999,0.0,C,0.138,-9.317,Major,0.335,,0.34700000000000003,Rap
Kanye West,Through The Wire,68.0,0.00865,0.5710000000000001,221227.0,0.7390000000000001,5.21e-06,G,0.158,-6.11,Major,0.247,83.089,0.66,Rap
Childish Gambino,III. Urn,50.0,0.623,0.594,73387.0,0.445,0.00235,C,0.0731,-12.759,Minor,0.073,140.034,0.3989999999999999,Rap
K CAMP,Clouds (feat. Wiz Khalifa),57.0,0.23800000000000002,0.7709999999999999,254067.0,0.467,0.000178,C,0.107,-9.875,Minor,0.155,99.956,0.3389999999999999,Rap
Travis Scott,3500,54.0,0.2769999999999999,0.767,461842.0,0.575,1.51e-05,G#,0.21,-6.949,Minor,0.195,124.022,0.349,Rap
Blac Youngsta,Heavy Camp (feat. Travis Scott),58.0,0.0531,0.726,194590.0,0.5760000000000001,0.0,B,0.0713,-10.365,Major,0.134,159.12,0.129,Rap
Young Thug,I Know There's Gonna Be (Good Times) [feat. Popcaan],52.0,0.124,0.632,213622.0,0.5920000000000001,0.0,B,0.53,-9.735,Minor,0.162,89.522,0.499,Rap
Lil Bibby,You Ain't Gang,51.0,0.13,0.841,216200.0,0.6629999999999999,0.0641,C#,0.392,-6.077000000000001,Major,0.195,74.998,0.297,Rap
Bryce Vine,Bella (feat. Emma Zander),63.0,0.28600000000000003,0.7559999999999999,199654.0,0.58,5.31e-06,A,0.133,-4.8,Minor,0.0375,124.12700000000001,0.402,Rap
Lil Peep,Absolute in Doubt,66.0,0.0219,0.733,227027.0,0.66,0.0,E,0.151,-6.87,Minor,0.0436,138.034,0.259,Rap
Lil Durk,Instigator,55.0,0.0309,0.67,161066.0,0.711,0.0,F,0.107,-5.274,Major,0.41700000000000004,111.37299999999999,0.433,Rap
Juicy J,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",67.0,0.0111,0.596,206567.0,0.815,0.0,F#,0.174,-5.667999999999998,Minor,0.0755,,0.4589999999999999,Rap
Lil Durk,My Beyoncé,58.0,0.319,0.723,279507.0,0.633,0.0,A,0.122,-5.615,Minor,0.0571,138.071,0.503,Rap
J. Cole,Forbidden Fruit,68.0,0.5479999999999999,0.838,268667.0,0.505,0.0012699999999999,C#,0.21100000000000002,-9.354,Major,0.3829999999999999,110.029,0.40700000000000003,Rap
,High (feat. Elton John),73.0,0.223,0.759,195160.0,0.498,5.8399999999999997e-05,A#,0.406,-10.615,Major,0.0776,126.97200000000001,0.244,Rap
Young Dolph,How U Luv Dat,56.0,0.163,0.7509999999999999,146333.0,0.71,0.0,G#,0.179,-4.586,Major,0.0858,147.183,0.631,Rap
Kesha,Take It Off,61.0,4.14e-05,0.7290000000000001,215200.0,0.675,0.00126,F,0.0867,-5.292000000000002,Minor,0.0286,125.036,0.74,Rap
,Not For Radio,57.0,0.0671,0.494,202515.0,0.802,0.0,E,0.17600000000000002,-5.08,Minor,0.41200000000000003,,0.4529999999999999,Rap
Upchurch,Country Cut Celebrity,53.0,0.0871,0.91,184802.0,0.42200000000000004,0.0,D,0.141,-8.868,Minor,0.298,139.975,0.1669999999999999,Rap
French Montana,A Lie,61.0,0.0235,0.516,226790.0,0.792,0.0,C#,0.4039999999999999,-5.38,Minor,0.21600000000000003,121.189,0.524,Rap
1takejay,To Da Neck,56.0,0.0212,0.922,142571.0,0.5770000000000001,0.0,B,0.134,-6.9220000000000015,Minor,0.292,103.30799999999999,0.643,Rap
Shoreline Mafia,Dope House,53.0,0.10300000000000001,0.784,172384.0,0.35600000000000004,7.42e-06,C#,0.223,-8.717,Major,0.4379999999999999,161.46,0.165,Rap
Fabolous,Into You (feat. Ashanti),63.0,0.179,0.726,274333.0,0.568,0.0,G,0.0488,-8.357999999999999,Minor,0.0298,91.906,0.631,Rap
Post Malone,White Iverson,83.0,0.233,0.675,256533.0,0.562,0.0,G,0.0816,-7.678,Major,0.0352,130.09799999999998,0.309,Rap
Mac Miller,Life Ain't Easy,50.0,0.0399,0.45,157691.0,0.7979999999999999,0.0,G,0.1989999999999999,-3.7560000000000002,Major,0.23800000000000002,188.86,0.6559999999999999,Rap
Yung Gravy,Forget Me Thots,65.0,0.243,0.887,184000.0,0.737,4.11e-05,F#,0.109,-6.489,Minor,0.16,,0.685,Rap
Lil Peep,Save That Shit,81.0,0.0262,0.534,231547.0,0.583,0.0,D,0.42100000000000004,-8.672,Major,0.0288,105.99700000000001,0.145,Rap
,Down In the DM - Remix,56.0,0.00243,0.7909999999999999,259072.0,0.634,5.4299999999999985e-05,C#,0.0812,-7.684,Minor,0.0639,152.961,0.3229999999999999,Rap
Lil Dicky,Personality (feat. T Pain),55.0,0.2239999999999999,0.738,,0.7090000000000001,0.0,F,0.504,-4.87,Minor,0.23800000000000002,95.945,0.8320000000000001,Rap
Roddy Ricch,Cream,63.0,0.158,0.894,168160.0,0.625,0.0,G#,0.171,-6.7029999999999985,Major,0.302,150.026,0.428,Rap
Hoodie Allen,Ain't Ready,53.0,0.138,0.762,190036.0,0.7140000000000001,0.0,A,0.0604,-5.352,Minor,0.275,100.001,0.823,Rap
Birdman,Anythang,52.0,0.0931,0.8690000000000001,245907.0,0.48,0.0,A#,0.0957,-6.683,Major,0.0642,111.00399999999999,0.0583,Rap
Mac Miller,Lucky Ass Bitch,55.0,0.0114,0.728,256251.0,0.601,0.0,C#,0.249,-6.472,Minor,0.251,146.0,0.22,Rap
"Tyler, The Creator",Domo23,60.0,0.1669999999999999,0.726,158760.0,0.565,0.0,C#,0.262,-5.564,Minor,0.363,133.036,0.597,Rap
Tech N9ne Collabos,Straight Out the Gate: (The Scott Stevens Remix) - Bonus Track,54.0,0.00157,0.556,224213.0,0.868,0.0,A,0.512,-5.7410000000000005,Major,0.0441,164.075,0.433,Rap
Anthrax,Madhouse,61.0,0.0242,0.325,259760.0,0.885,0.00432,A,0.735,-10.661,Major,0.0904,163.578,0.48200000000000004,Rap
Young Dolph,What's the Deal,51.0,0.106,0.866,,0.9470000000000001,0.0,G,0.631,-5.365,Major,0.272,132.013,0.813,Rap
A$AP Mob,FYBR (First Year Being Rich),56.0,0.1939999999999999,0.9209999999999999,211840.0,0.442,6.11e-06,C#,0.0907,-6.347,Major,0.287,,0.0552,Rap
Yella Beezy,Up One (Remix) (feat. Lil Baby),56.0,0.00742,0.955,283993.0,0.4679999999999999,4.6e-05,A,0.10400000000000001,-9.835,Major,0.484,129.921,0.304,Rap
Nelly Furtado,Maneater,56.0,0.0335,0.7170000000000001,,0.777,0.00017900000000000001,F#,0.107,-4.739,Major,0.0636,,0.7290000000000001,Rap
Future,Wicked,63.0,0.0019100000000000002,0.718,173347.0,0.679,0.0104,B,0.385,-5.899,Minor,0.0706,157.97,0.205,Rap
21 Savage,Thug Life,57.0,0.159,0.8,263427.0,0.467,0.0,C,0.653,-9.974,Major,0.45,132.054,0.307,Rap
G-Eazy,Lady Killers (feat. Hoodie Allen),62.0,0.00193,0.3939999999999999,249401.0,0.7709999999999999,0.0,D#,0.114,-6.872999999999998,Major,0.29,145.947,0.5479999999999999,Rap
Kanye West,POWER,79.0,0.0162,0.5429999999999999,292093.0,0.915,0.0,C,0.7440000000000001,-4.746,Minor,0.113,153.998,0.5770000000000001,Rap
All That Remains,Fuck Love,53.0,0.0001909999999999,0.508,178213.0,0.951,0.0221,C#,0.917,-4.372,Major,0.0816,96.022,0.133,Rap
Roddy Ricch,Feed Tha Streets 2 (Intro),62.0,0.0767,0.971,169887.0,0.614,0.0,A#,0.23600000000000002,-5.8439999999999985,Minor,0.113,112.994,0.27,Rap
Adam Calhoun,Shut up (feat. Big Murph),50.0,0.0771,0.8370000000000001,153077.0,0.653,0.0,C,0.43200000000000005,-5.148,Minor,0.16,138.007,0.292,Rap
Ski Mask The Slump God,The Human Centipede,60.0,0.182,0.902,140356.0,0.675,0.0,D,0.12,-6.7170000000000005,Major,0.1639999999999999,130.118,0.62,Rap
O.T. Genasis,CoCo,65.0,0.00215,0.8859999999999999,239574.0,0.628,1.15e-05,G#,0.31,-5.949,Major,0.131,119.906,0.17800000000000002,Rap
A$AP Rocky,Hell (feat. Santigold),56.0,0.114,0.669,231787.0,0.489,0.0,G,0.184,-9.13,Major,0.1369999999999999,,0.258,Rap
Mac Miller,Man In The Hat,49.0,0.546,0.5660000000000001,196272.0,0.7879999999999999,0.0,G,0.0997,-8.025,Major,0.371,128.216,0.5329999999999999,Rap
Justin Timberlake,Let the Groove Get In,52.0,0.204,0.785,431613.0,0.841,0.00235,E,0.29,-5.9620000000000015,Minor,0.064,116.921,0.43700000000000006,Rap
Linkin Park,ROADS UNTRAVELED,64.0,0.263,0.599,229933.0,0.7879999999999999,0.00525,G#,0.155,-6.25,Minor,0.0294,100.001,0.581,Rap
Kendrick Lamar,good kid,56.0,0.0623,0.451,214120.0,0.831,0.0,F,0.185,-8.641,Minor,0.307,176.162,0.41,Rap
"Tyler, The Creator",OKRA,69.0,0.0456,0.589,151027.0,0.57,1.51e-06,C#,0.1369999999999999,-9.54,Major,0.361,136.203,0.441,Rap
Snoop Dogg,Tha Shiznit,59.0,0.00197,0.769,280600.0,0.691,0.0,E,0.298,-4.59,Minor,0.0563,96.792,0.6809999999999999,Rap
Kid Cudi,Simple As...,52.0,0.261,0.802,151333.0,0.753,0.0002,C#,0.581,-4.718,Major,0.1119999999999999,95.01100000000001,0.506,Rap
Logic,Yuck,64.0,0.1939999999999999,0.631,173693.0,0.805,0.0,B,0.132,-5.401,Minor,0.369,155.864,0.674,Rap
Juice WRLD,Armed And Dangerous,89.0,0.18600000000000003,0.736,169999.0,0.67,0.0,A#,0.114,-6.702000000000001,Major,0.311,130.032,0.845,Rap
Dave East,Perfect,56.0,0.0509,0.76,316133.0,0.5710000000000001,0.0,A,0.125,-5.318,Major,0.0655,,0.151,Rap
Kevin Gates,Out the Mud,62.0,0.0402,0.8540000000000001,241187.0,0.7090000000000001,0.0,A#,0.0901,-5.2139999999999995,Minor,0.105,,0.4029999999999999,Rap
Ghostemane,Death by Dishonor,67.0,0.00454,0.81,,0.735,0.0828,G#,0.115,-4.522,Major,0.171,119.994,0.134,Rap
Deftones,Digital Bath,60.0,0.00122,0.3379999999999999,255373.0,0.8590000000000001,0.21100000000000002,E,0.0936,-4.938,Minor,0.0824,92.96600000000001,0.504,Rap
Drake,Pound Cake / Paris Morton Music 2,63.0,0.139,0.521,433800.0,0.762,1.11e-05,D,0.114,-6.75,Major,0.534,,0.264,Rap
Oliver Francis,Anti-Grav,60.0,0.0358,0.639,193341.0,0.5489999999999999,0.0,A#,0.124,-8.145,Minor,0.267,79.46600000000001,0.235,Rap
"Tyler, The Creator",PartyIsntOver/Campfire/Bimmer,60.0,0.0715,0.4429999999999999,438493.0,0.5760000000000001,0.0193,C#,0.41,-8.696,Minor,0.2,151.835,0.128,Rap
Vince Staples,Run the Bands,55.0,0.299,0.912,,0.7,0.0,C,0.444,-4.282,Major,0.0663,138.066,0.484,Rap
Metro Boomin,Don't Come Out The House (with 21 Savage),81.0,0.0066099999999999,0.87,168347.0,0.35,0.00048300000000000003,C#,0.10800000000000001,-6.082000000000002,Major,0.2769999999999999,74.96300000000001,0.175,Rap
Tay-K,Lemonade,65.0,0.10400000000000001,0.7440000000000001,132000.0,0.385,2.4299999999999998e-05,F#,0.124,-8.129,Minor,0.602,160.033,0.228,Rap
JID,Hereditary,59.0,0.466,0.491,243206.0,0.551,1.9399999999999997e-05,G,0.1989999999999999,-12.332,Major,0.358,154.99200000000002,0.361,Rap
"Tyler, The Creator",Answer,62.0,0.00329,0.368,230067.0,0.838,5.74e-06,G#,0.115,-6.465,Minor,0.0487,72.19,0.47700000000000004,Rap
Jacquees,All About Us,52.0,0.743,0.57,181027.0,0.3829999999999999,0.0,C#,0.0976,-10.11,Minor,0.115,67.165,0.797,Rap
Shinedown,Outcast,55.0,0.000491,0.48700000000000004,205613.0,0.961,4.99e-06,A#,0.0861,-3.278,Major,0.0883,148.036,0.429,Rap
Night Lovell,RIP Trust,59.0,0.67,0.7929999999999999,165231.0,0.625,4.7499999999999996e-05,A,0.218,-6.726,Major,0.07200000000000001,130.047,0.18100000000000002,Rap
Logic,Take It Back,63.0,0.0629,0.8370000000000001,400013.0,0.84,0.0,G,0.3289999999999999,-4.293,Major,0.239,135.004,0.6920000000000001,Rap
Young Dolph,Paranoid,49.0,0.00373,0.7440000000000001,186012.0,0.639,0.0,D,0.161,-6.082999999999998,Major,0.161,146.071,0.428,Rap
Timbaland,Give It To Me,54.0,0.17,0.973,234027.0,0.723,0.0002819999999999,G#,0.0863,-4.0169999999999995,Major,0.0569,110.625,0.7509999999999999,Rap
1takejay,Arco,54.0,0.00965,0.715,165564.0,0.58,0.0,A,0.106,-9.933,Major,0.293,99.944,0.257,Rap
Boogie,Skydive,61.0,0.541,0.669,,0.531,4.85e-05,G,0.12,-8.514,Major,0.0625,146.751,0.387,Rap
Jaden Smith,Lost Boy,57.0,0.0127,0.364,569874.0,0.6920000000000001,0.331,E,0.179,-6.497999999999998,Minor,0.0519,89.992,0.14400000000000002,Rap
Kanye West,Don't Like.1 - Album Version (Edited),46.0,0.0070799999999999,0.499,282880.0,0.604,0.0,D,0.113,-5.443,Major,0.29600000000000004,132.069,0.626,Rap
Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),67.0,0.0544,0.604,361280.0,0.436,0.000242,D,0.162,-8.32,Major,0.188,107.978,0.239,Rap
,Autumn Leaves,58.0,0.302,0.594,268813.0,0.606,0.0,C#,0.14,-7.931,Major,0.3339999999999999,72.854,0.431,Rap
Drake,Glow,61.0,0.2269999999999999,0.669,206120.0,0.385,0.0,C,0.7,-8.901,Major,0.3779999999999999,162.039,0.391,Rap
Usher,Hey Daddy (Daddy's Home),60.0,0.000176,0.59,224093.0,0.698,0.0,B,0.107,-4.262,Major,0.0286,95.975,0.35200000000000004,Rap
N.W.A.,Dopeman - Remix,52.0,0.00253,0.82,320172.0,0.568,0.0,G,0.07,-9.311,Major,0.38,176.24,0.674,Rap
Russ,Manifest,51.0,0.201,0.4379999999999999,142054.0,0.483,0.0,E,0.109,-10.344000000000001,Minor,0.282,150.292,0.142,Rap
Staind,Mudshovel,64.0,0.00022400000000000002,0.3279999999999999,282093.0,0.826,0.000944,F#,0.0818,-5.085,Major,0.0362,106.60600000000001,0.341,Rap
Far East Movement,Like A G6,67.0,0.0067599999999999,0.435,216893.0,0.8370000000000001,0.0,D#,0.1169999999999999,-8.126,Major,0.449,124.913,0.778,Rap
G-Eazy,Him & I (with Halsey),82.0,0.0534,0.589,268867.0,0.731,0.0,D,0.308,-6.343,Major,0.0868,,0.191,Rap
Lil Pump,Next (feat. Rich the Kid),59.0,0.1,0.755,148320.0,0.56,0.0,C#,0.0778,-5.497000000000001,Major,0.157,78.033,0.5870000000000001,Rap
